date,shock_warning,forward_5d_return
2020-05-28,False,0.7182842643818661
2020-05-29,False,-5.55837795657959
2020-06-01,False,-4.9141868013804855
2020-06-02,False,-2.406945098964917
2020-06-03,False,-0.8124002631064874
2020-06-04,False,-0.8636873579274698
2020-06-05,False,0.10886177472566837
2020-06-08,False,-2.7748841097251313
2020-06-09,False,-0.8021293519968442
2020-06-10,False,-0.10693778772414625
2020-06-11,False,-2.1266536210379594
2020-06-12,False,2.0967551885205196
2020-06-15,False,2.8811579285786406
2020-06-16,False,2.348568663392852
2020-06-17,False,-0.5590810602690889
2020-06-18,False,2.2049705829456943
2020-06-19,False,1.0654122645193007
2020-06-22,False,0.5185860197516686
2020-06-23,False,2.6783397993502307
2020-06-24,False,2.6544458639776893
2020-06-25,False,1.9985721930626108
2020-06-26,False,2.633814945912035
2020-06-29,False,3.5405835461502484
2020-06-30,False,2.8708526893991446
2020-07-01,False,4.047563499893765
2020-07-02,False,3.970760094605996
2020-07-06,False,6.308845636812147
2020-07-07,False,4.323265456180762
2020-07-08,False,3.116385450439927
2020-07-09,False,3.2051508581641244
2020-07-10,False,3.6313065906687947
2020-07-13,False,2.083779429619486
2020-07-14,False,10.0014884840045
2020-07-15,False,15.923952652882301
2020-07-16,False,16.28394402707389
2020-07-17,False,14.725447909823576
2020-07-20,False,19.577987881703823
2020-07-21,False,12.116284599431806
2020-07-22,True,5.109178906010051
2020-07-23,True,1.7068598849543573
2020-07-24,True,5.878657394321757
2020-07-27,True,-0.35198515395271895
2020-07-28,True,6.948171212883277
2020-07-29,True,10.108271951861978
2020-07-30,True,19.576262985530306
2020-07-31,True,12.948736930143529
2020-08-03,True,18.16722166367788
2020-08-04,True,0.09606919596688995
2020-08-05,True,-3.4906666033340668
2020-08-06,True,-2.4715471203153356
2020-08-07,True,-5.479188089888496
2020-08-10,True,-5.647288517599523
2020-08-11,True,7.443434456320929
2020-08-12,True,5.107175505976603
2020-08-13,True,-2.087059494658917
2020-08-14,True,2.433229204451774
2020-08-17,True,-3.8912557162209147
2020-08-18,True,-6.613462575481327
2020-08-19,False,0.4201294675644396
2020-08-20,False,-0.41380208230929144
2020-08-21,False,3.325231729419928
2020-08-24,False,6.723116229575557
2020-08-25,False,8.159439331658996
2020-08-26,False,-0.6620472727806643
2020-08-27,False,-1.0233585048113663
2020-08-28,False,-3.8169487139106923
2020-08-31,False,-5.690401153428051
2020-09-01,False,-5.524393458181858
2020-09-02,False,-0.31610862707078713
2020-09-03,False,0.01495945701031308
2020-09-04,False,2.4274024263260663
2020-09-08,False,1.7783178175226861
2020-09-09,False,1.4730504708389573
2020-09-10,False,-0.6574578387833463
2020-09-11,False,1.0750175373008803
2020-09-14,False,-11.38473967274768
2020-09-15,False,-11.226734952120033
2020-09-16,False,-17.279658703242408
2020-09-17,False,-15.466964249663112
2020-09-18,False,-16.064027921376972
2020-09-21,False,-3.22439923815232
2020-09-22,False,-0.25398512871429857
2020-09-23,False,1.8042585640258428
2020-09-24,False,4.545183172646333
2020-09-25,False,4.061171243984297
2020-09-28,False,4.056358381469858
2020-09-29,False,-2.1140614120859618
2020-09-30,False,1.755502907094805
2020-10-01,False,-1.4824377046937633
2020-10-02,False,4.4787238401101055
2020-10-05,False,2.9120422133190846
2020-10-06,False,0.9008301700920547
2020-10-07,False,2.1406307665821656
2020-10-08,False,1.4824377046937576
2020-10-09,False,-2.8320221353032573
2020-10-12,False,-2.2814382885547464
2020-10-13,False,3.4721878127687273
2020-10-14,False,3.3618313669519186
2020-10-15,False,1.932190388556499
2020-10-16,False,1.0531623425191514
2020-10-19,False,-1.146179997746157
2020-10-20,False,-1.661891394900886
2020-10-21,False,-7.724211194999872
2020-10-22,False,-5.525946069078967
2020-10-23,False,-4.187661862625746
2020-10-26,False,-1.5295198433907038
2020-10-27,False,-0.9051638335328093
2020-10-28,False,2.2888212794249427
2020-10-29,False,7.556670828937152
2020-10-30,False,8.242079422049459
2020-11-02,False,-1.34619068870008
2020-11-03,False,0.5784465347286681
2020-11-04,False,1.6086770355401958
2020-11-05,False,-3.562773869715062
2020-11-06,False,-3.519851975748007
2020-11-09,False,4.543703549673593
2020-11-10,False,0.7701636886051149
2020-11-11,False,0.7476869678330125
2020-11-12,False,-1.0636855440113062
2020-11-13,False,-1.6739397625384678
2020-11-16,False,-4.801578163000976
2020-11-17,False,-5.605825917327696
2020-11-18,False,-4.508075170692519
2020-11-19,False,-6.355985279849463
2020-11-20,False,-7.742439573644725
2020-11-23,False,1.7164757571407272
2020-11-24,False,3.098499286475351
2020-11-25,False,3.081832246946715
2020-11-27,False,7.06084833883978
2020-11-30,False,9.343645771778858
2020-12-01,False,2.672733581148501
2020-12-02,False,-0.3962024305188574
2020-12-03,False,-0.23276021907185754
2020-12-04,False,-0.7090297416959997
2020-12-07,False,-3.103309466429035
2020-12-08,False,-0.4181499735113885
2020-12-09,False,4.314275455175236
2020-12-10,False,8.259065969881323
2020-12-11,False,7.674679185229638
2020-12-14,False,9.130342217304136
2020-12-15,False,3.4113100856619907
2020-12-16,False,3.302859981847538
2020-12-17,False,-1.1134539368382368
2020-12-18,False,1.950107379563977
2020-12-21,False,-0.5341869718548301
2020-12-22,False,4.060497088211336
2020-12-23,False,1.948068837716397
2020-12-24,False,5.549967475721123
2020-12-28,False,4.113034060850425
2020-12-29,False,3.1446136975236336
2020-12-30,False,2.652516827059056
2020-12-31,False,-6.877045983269045
2021-01-04,False,-7.791003440037985
2021-01-05,False,-8.264537975695303
2021-01-06,False,-5.537387341693907
2021-01-07,False,-5.4937714853091615
2021-01-08,False,0.9836743076106137
2021-01-11,False,0.1583555042369036
2021-01-12,False,1.3693960770670959
2021-01-13,False,1.1764384838917097
2021-01-14,False,-0.8660093915970424
